CBPO,NASDAQ,"CHINA BIOLOGIC PRODUCTS HOLDINGS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
CCCL,NASDAQ,"CHINA CERAMICS CO., LTD.",CAPITAL GOODS,BUILDING MATERIALS
CCCR,NASDAQ,"CHINA COMMERCIAL CREDIT, INC.",FINANCE,MAJOR BANKS
CCRC,NASDAQ,"CHINA CUSTOMER RELATIONS CENTERS, INC.",MISCELLANEOUS,BUSINESS SERVICES
JRJC,NASDAQ,CHINA FINANCE ONLINE CO. LIMITED,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
HGSH,NASDAQ,"CHINA HGS REAL ESTATE, INC.",FINANCE,REAL ESTATE
CNIT,NASDAQ,"CHINA INFORMATION TECHNOLOGY, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CIFS,NASDAQ,CHINA INTERNET NATIONWIDE FINANCIAL SERVICES INC.,CONSUMER SERVICES,PROFESSIONAL SERVICES
CJJD,NASDAQ,"CHINA JO-JO DRUGSTORES, INC.",CONSUMER DURABLES,SPECIALTY CHEMICALS
CLDC,NASDAQ,CHINA LENDING CORPORATION,FINANCE,DIVERSIFIED FINANCIAL SERVICES
HTHT,NASDAQ,"CHINA LODGING GROUP, LIMITED",CONSUMER SERVICES,HOTELS/RESORTS
CHNR,NASDAQ,"CHINA NATURAL RESOURCES, INC.",BASIC INDUSTRIES,PRECIOUS METALS
CREG,NASDAQ,CHINA RECYCLING ENERGY CORPORATION,MISCELLANEOUS,BUSINESS SERVICES
CNTF,NASDAQ,CHINA TECHFAITH WIRELESS COMMUNICATION TECHNOLOGY LIMITED,N/A,N/A
CXDC,NASDAQ,CHINA XD PLASTICS COMPANY LIMITED,CAPITAL GOODS,CONTAINERS/PACKAGING
CCIH,NASDAQ,CHINACACHE INTERNATIONAL HOLDINGS LTD.,TECHNOLOGY,EDP SERVICES
CNET,NASDAQ,"CHINANET ONLINE HOLDINGS, INC.",TECHNOLOGY,"COMPUTER SOFTWARE: PROGRAMMING, DATA PROCESSING"
IMOS,NASDAQ,CHIPMOS TECHNOLOGIES INC.,TECHNOLOGY,SEMICONDUCTORS
CDXC,NASDAQ,CHROMADEX CORPORATION,CONSUMER DURABLES,SPECIALTY CHEMICALS
CHSCL,NASDAQ,CHS INC,CONSUMER SERVICES,FARMING/SEEDS/MILLING
CHSCM,NASDAQ,CHS INC,CONSUMER SERVICES,FARMING/SEEDS/MILLING
CHSCN,NASDAQ,CHS INC,CONSUMER SERVICES,FARMING/SEEDS/MILLING
CHSCO,NASDAQ,CHS INC,CONSUMER SERVICES,FARMING/SEEDS/MILLING
CHSCP,NASDAQ,CHS INC,CONSUMER SERVICES,FARMING/SEEDS/MILLING
CHDN,NASDAQ,"CHURCHILL DOWNS, INCORPORATED",CONSUMER SERVICES,SERVICES-MISC. AMUSEMENT & RECREATION
CHUY,NASDAQ,"CHUY&#39;S HOLDINGS, INC.",CONSUMER SERVICES,RESTAURANTS
CDTX,NASDAQ,"CIDARA THERAPEUTICS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
CMCT,NASDAQ,CIM COMMERCIAL TRUST CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
CMCTP,NASDAQ,CIM COMMERCIAL TRUST CORPORATION,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
CMPR,NASDAQ,CIMPRESS N.V,MISCELLANEOUS,PUBLISHING
CINF,NASDAQ,CINCINNATI FINANCIAL CORPORATION,FINANCE,PROPERTY-CASUALTY INSURERS
CIDM,NASDAQ,CINEDIGM CORP,CONSUMER SERVICES,CONSUMER ELECTRONICS/VIDEO CHAINS
CTAS,NASDAQ,CINTAS CORPORATION,CONSUMER NON-DURABLES,APPAREL
CRUS,NASDAQ,"CIRRUS LOGIC, INC.",TECHNOLOGY,SEMICONDUCTORS
CSCO,NASDAQ,"CISCO SYSTEMS, INC.",TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT
CTRN,NASDAQ,"CITI TRENDS, INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
CTXR,NASDAQ,"CITIUS PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CTXRW,NASDAQ,"CITIUS PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CZNC,NASDAQ,CITIZENS & NORTHERN CORP,FINANCE,MAJOR BANKS
CZWI,NASDAQ,"CITIZENS COMMUNITY BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
CZFC,NASDAQ,CITIZENS FIRST CORPORATION,FINANCE,MAJOR BANKS
CIZN,NASDAQ,CITIZENS HOLDING COMPANY,FINANCE,MAJOR BANKS
CTXS,NASDAQ,"CITRIX SYSTEMS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CHCO,NASDAQ,CITY HOLDING COMPANY,FINANCE,MAJOR BANKS
CIVB,NASDAQ,"CIVISTA BANCSHARES, INC.",FINANCE,MAJOR BANKS
CIVBP,NASDAQ,"CIVISTA BANCSHARES, INC.",FINANCE,MAJOR BANKS
CLAR,NASDAQ,CLARUS CORPORATION,CONSUMER NON-DURABLES,RECREATIONAL PRODUCTS/TOYS
CLNE,NASDAQ,CLEAN ENERGY FUELS CORP.,PUBLIC UTILITIES,NATURAL GAS DISTRIBUTION
CACG,NASDAQ,CLEARBRIDGE ALL CAP GROWTH ETF,N/A,N/A
YLDE,NASDAQ,CLEARBRIDGE DIVIDEND STRATEGY ESG ETF,N/A,N/A
LRGE,NASDAQ,CLEARBRIDGE LARGE CAP GROWTH ESG ETF,N/A,N/A
CLFD,NASDAQ,"CLEARFIELD, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CLRO,NASDAQ,"CLEARONE, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CLSD,NASDAQ,"CLEARSIDE BIOMEDICAL, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CLIR,NASDAQ,CLEARSIGN COMBUSTION CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
CLIRW,NASDAQ,CLEARSIGN COMBUSTION CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
CMTA,NASDAQ,CLEMENTIA PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
CBLI,NASDAQ,"CLEVELAND BIOLABS, INC.",HEALTH CARE,BIOTECHNOLOGY: COMMERCIAL PHYSICAL & BIOLOGICAL RESARCH
CLVS,NASDAQ,"CLOVIS ONCOLOGY, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CMFN,NASDAQ,CM FINANCE INC,N/A,N/A
CMSS,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
CMSSR,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
CMSSU,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
CMSSW,NASDAQ,CM SEVEN STAR ACQUISITION CORPORATION,FINANCE,BUSINESS SERVICES
CME,NASDAQ,CME GROUP INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
CCNE,NASDAQ,CNB FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
CWAY,NASDAQ,"COASTWAY BANCORP, INC.",FINANCE,SAVINGS INSTITUTIONS
COBZ,NASDAQ,COBIZ FINANCIAL INC.,FINANCE,MAJOR BANKS
COKE,NASDAQ,COCA-COLA BOTTLING CO. CONSOLIDATED,CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)
COCP,NASDAQ,"COCRYSTAL PHARMA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CODA,NASDAQ,"CODA OCTOPUS GROUP, INC.",CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
CDXS,NASDAQ,"CODEXIS, INC.",BASIC INDUSTRIES,MAJOR CHEMICALS
CODX,NASDAQ,"CO-DIAGNOSTICS, INC.",HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
CVLY,NASDAQ,"CODORUS VALLEY BANCORP, INC",FINANCE,SAVINGS INSTITUTIONS
JVA,NASDAQ,"COFFEE HOLDING CO., INC.",CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
CCOI,NASDAQ,"COGENT COMMUNICATIONS HOLDINGS, INC.",CONSUMER SERVICES,TELECOMMUNICATIONS EQUIPMENT
CGNX,NASDAQ,COGNEX CORPORATION,CAPITAL GOODS,INDUSTRIAL MACHINERY/COMPONENTS
CTSH,NASDAQ,COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,TECHNOLOGY,EDP SERVICES
CWBR,NASDAQ,"COHBAR, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
COHR,NASDAQ,"COHERENT, INC.",CAPITAL GOODS,BIOTECHNOLOGY: LABORATORY ANALYTICAL INSTRUMENTS
CHRS,NASDAQ,"COHERUS BIOSCIENCES, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
COHU,NASDAQ,"COHU, INC.",CAPITAL GOODS,ELECTRICAL PRODUCTS
CLCT,NASDAQ,"COLLECTORS UNIVERSE, INC.",MISCELLANEOUS,BUSINESS SERVICES
COLL,NASDAQ,"COLLEGIUM PHARMACEUTICAL, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CIGI,NASDAQ,COLLIERS INTERNATIONAL GROUP INC.,FINANCE,REAL ESTATE
CLGN,NASDAQ,"COLLPLANT HOLDINGS, LTD.",HEALTH CARE,INDUSTRIAL SPECIALTIES
CBAN,NASDAQ,"COLONY BANKCORP, INC.",FINANCE,MAJOR BANKS
COLB,NASDAQ,"COLUMBIA BANKING SYSTEM, INC.",FINANCE,MAJOR BANKS
CLBK,NASDAQ,"COLUMBIA FINANCIAL, INC.",FINANCE,SAVINGS INSTITUTIONS
COLM,NASDAQ,COLUMBIA SPORTSWEAR COMPANY,CONSUMER NON-DURABLES,APPAREL
CMCO,NASDAQ,COLUMBUS MCKINNON CORPORATION,CAPITAL GOODS,CONSTRUCTION/AG EQUIPMENT/TRUCKS
CMCSA,NASDAQ,COMCAST CORPORATION,CONSUMER SERVICES,TELEVISION SERVICES
CBSH,NASDAQ,"COMMERCE BANCSHARES, INC.",FINANCE,MAJOR BANKS
CBSHP,NASDAQ,"COMMERCE BANCSHARES, INC.",FINANCE,MAJOR BANKS
CHUBA,NASDAQ,"COMMERCEHUB, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CHUBK,NASDAQ,"COMMERCEHUB, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CVGI,NASDAQ,"COMMERCIAL VEHICLE GROUP, INC.",CAPITAL GOODS,AUTO PARTS:O.E.M.
COMM,NASDAQ,"COMMSCOPE HOLDING COMPANY, INC.",TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
JCS,NASDAQ,"COMMUNICATIONS SYSTEMS, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
ESXB,NASDAQ,COMMUNITY BANKERS TRUST CORPORATION.,FINANCE,MAJOR BANKS
CFBI,NASDAQ,"COMMUNITY FIRST BANCSHARES, INC.",FINANCE,SAVINGS INSTITUTIONS
CYHHZ,NASDAQ,"COMMUNITY HEALTH SYSTEMS, INC.",HEALTH CARE,HOSPITAL/NURSING MANAGEMENT
CTBI,NASDAQ,"COMMUNITY TRUST BANCORP, INC.",FINANCE,MAJOR BANKS
CWBC,NASDAQ,COMMUNITY WEST BANCSHARES,FINANCE,MAJOR BANKS
CVLT,NASDAQ,"COMMVAULT SYSTEMS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CGEN,NASDAQ,COMPUGEN LTD.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
CPSI,NASDAQ,"COMPUTER PROGRAMS AND SYSTEMS, INC.",TECHNOLOGY,EDP SERVICES
CTG,NASDAQ,"COMPUTER TASK GROUP, INCORPORATED",TECHNOLOGY,EDP SERVICES
CHCI,NASDAQ,"COMSTOCK HOLDING COMPANIES, INC.",CAPITAL GOODS,HOMEBUILDING
CMTL,NASDAQ,COMTECH TELECOMMUNICATIONS CORP.,TECHNOLOGY,RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
CNAT,NASDAQ,CONATUS PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
CNCE,NASDAQ,"CONCERT PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CXRX,NASDAQ,CONCORDIA INTERNATIONAL CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS
CDOR,NASDAQ,"CONDOR HOSPITALITY TRUST, INC.",CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
CFMS,NASDAQ,"CONFORMIS, INC.",HEALTH CARE,INDUSTRIAL SPECIALTIES
CNFR,NASDAQ,"CONIFER HOLDINGS, INC.",FINANCE,PROPERTY-CASUALTY INSURERS
CNMD,NASDAQ,CONMED CORPORATION,HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
CTWS,NASDAQ,"CONNECTICUT WATER SERVICE, INC.",PUBLIC UTILITIES,WATER SUPPLY
CNOB,NASDAQ,"CONNECTONE BANCORP, INC.",FINANCE,MAJOR BANKS
CONN,NASDAQ,"CONN&#39;S, INC.",CONSUMER SERVICES,CONSUMER ELECTRONICS/VIDEO CHAINS
CNSL,NASDAQ,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
CWCO,NASDAQ,CONSOLIDATED WATER CO. LTD.,PUBLIC UTILITIES,WATER SUPPLY
CNAC,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
CNACR,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
CNACU,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
CNACW,NASDAQ,CONSTELLATION ALPHA CAPITAL CORP.,FINANCE,BUSINESS SERVICES
ROAD,NASDAQ,"CONSTRUCTION PARTNERS, INC.",BASIC INDUSTRIES,MILITARY/GOVERNMENT/TECHNICAL
CPSS,NASDAQ,"CONSUMER PORTFOLIO SERVICES, INC.",FINANCE,FINANCE: CONSUMER SERVICES
CFRX,NASDAQ,CONTRAFECT CORPORATION,HEALTH CARE,MAJOR PHARMACEUTICALS
CTRV,NASDAQ,CONTRAVIR PHARMACEUTICALS INC,HEALTH CARE,MAJOR PHARMACEUTICALS
CTRL,NASDAQ,CONTROL4 CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS
CVON,NASDAQ,"CONVERGEONE HOLDINGS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CVONW,NASDAQ,"CONVERGEONE HOLDINGS, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CPRT,NASDAQ,"COPART, INC.",CONSUMER DURABLES,AUTOMOTIVE AFTERMARKET
CRBP,NASDAQ,"CORBUS PHARMACEUTICALS HOLDINGS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CORT,NASDAQ,CORCEPT THERAPEUTICS INCORPORATED,HEALTH CARE,MAJOR PHARMACEUTICALS
CORE,NASDAQ,"CORE-MARK HOLDING COMPANY, INC.",CONSUMER NON-DURABLES,FOOD DISTRIBUTORS
CORI,NASDAQ,"CORIUM INTERNATIONAL, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CSOD,NASDAQ,"CORNERSTONE ONDEMAND, INC.",TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CRVL,NASDAQ,CORVEL CORP.,FINANCE,SPECIALTY INSURERS
CRVS,NASDAQ,"CORVUS PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CSGP,NASDAQ,"COSTAR GROUP, INC.",MISCELLANEOUS,BUSINESS SERVICES
COST,NASDAQ,COSTCO WHOLESALE CORPORATION,CONSUMER SERVICES,DEPARTMENT/SPECIALTY RETAIL STORES
CPAH,NASDAQ,COUNTERPATH CORPORATION,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
ICBK,NASDAQ,"COUNTY BANCORP, INC.",FINANCE,MAJOR BANKS
COUP,NASDAQ,COUPA SOFTWARE INCORPORATED,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CVTI,NASDAQ,"COVENANT TRANSPORTATION GROUP, INC.",TRANSPORTATION,TRUCKING FREIGHT/COURIER SERVICES
COWN,NASDAQ,COWEN INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
COWNZ,NASDAQ,COWEN INC.,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
PMTS,NASDAQ,CPI CARD GROUP INC.,FINANCE,FINANCE COMPANIES
CPSH,NASDAQ,CPS TECHNOLOGIES CORP.,CAPITAL GOODS,BUILDING MATERIALS
CRAI,NASDAQ,"CRA INTERNATIONAL,INC.",MISCELLANEOUS,OTHER CONSUMER SERVICES
CBRL,NASDAQ,"CRACKER BARREL OLD COUNTRY STORE, INC.",CONSUMER SERVICES,RESTAURANTS
BREW,NASDAQ,"CRAFT BREW ALLIANCE, INC.",CONSUMER NON-DURABLES,BEVERAGES (PRODUCTION/DISTRIBUTION)
CRAY,NASDAQ,CRAY INC,TECHNOLOGY,COMPUTER MANUFACTURING
CACC,NASDAQ,CREDIT ACCEPTANCE CORPORATION,FINANCE,FINANCE: CONSUMER SERVICES
DGLD,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
DSLV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
GLDI,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
SLVO,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
TVIX,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
TVIZ,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
UGLD,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
USLV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
USOI,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
VIIX,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
VIIZ,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
ZIV,NASDAQ,CREDIT SUISSE AG,FINANCE,INVESTMENT BANKERS/BROKERS/SERVICE
CREE,NASDAQ,"CREE, INC.",TECHNOLOGY,SEMICONDUCTORS
CRESY,NASDAQ,CRESUD S.A.C.I.F. Y A.,FINANCE,REAL ESTATE
CRSP,NASDAQ,CRISPR THERAPEUTICS AG,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
CRTO,NASDAQ,CRITEO S.A.,TECHNOLOGY,ADVERTISING
CROX,NASDAQ,"CROCS, INC.",CONSUMER NON-DURABLES,SHOE MANUFACTURING
CRON,NASDAQ,CRONOS GROUP INC.,CONSUMER DURABLES,SPECIALTY CHEMICALS
CCRN,NASDAQ,"CROSS COUNTRY HEALTHCARE, INC.",TECHNOLOGY,PROFESSIONAL SERVICES
CRWS,NASDAQ,"CROWN CRAFTS, INC.",BASIC INDUSTRIES,TEXTILES
CYRX,NASDAQ,"CRYOPORT, INC.",TRANSPORTATION,OIL REFINING/MARKETING
CYRXW,NASDAQ,"CRYOPORT, INC.",TRANSPORTATION,OIL REFINING/MARKETING
CSGS,NASDAQ,"CSG SYSTEMS INTERNATIONAL, INC.",TECHNOLOGY,EDP SERVICES
CCLP,NASDAQ,CSI COMPRESSCO LP,ENERGY,OILFIELD SERVICES/EQUIPMENT
CSPI,NASDAQ,CSP INC.,TECHNOLOGY,EDP SERVICES
CSWI,NASDAQ,"CSW INDUSTRIALS, INC.",BASIC INDUSTRIES,HOME FURNISHINGS
CSX,NASDAQ,CSX CORPORATION,TRANSPORTATION,RAILROADS
CTIC,NASDAQ,CTI BIOPHARMA CORP.,HEALTH CARE,MAJOR PHARMACEUTICALS
CTIB,NASDAQ,CTI INDUSTRIES CORPORATION,BASIC INDUSTRIES,SPECIALTY CHEMICALS
CTRP,NASDAQ,"CTRIP.COM INTERNATIONAL, LTD.",MISCELLANEOUS,BUSINESS SERVICES
CUE,NASDAQ,"CUE BIOPHARMA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CUI,NASDAQ,"CUI GLOBAL, INC.",CONSUMER NON-DURABLES,ELECTRONIC COMPONENTS
CPIX,NASDAQ,CUMBERLAND PHARMACEUTICALS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
CRIS,NASDAQ,"CURIS, INC.",HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
CUTR,NASDAQ,"CUTERA, INC.",HEALTH CARE,BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
CVBF,NASDAQ,CVB FINANCIAL CORPORATION,FINANCE,MAJOR BANKS
CVV,NASDAQ,CVD EQUIPMENT CORPORATION,TECHNOLOGY,INDUSTRIAL MACHINERY/COMPONENTS
CYAN,NASDAQ,CYANOTECH CORPORATION,CONSUMER DURABLES,SPECIALTY CHEMICALS
CYBR,NASDAQ,CYBERARK SOFTWARE LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CYBE,NASDAQ,CYBEROPTICS CORPORATION,CAPITAL GOODS,ELECTRONIC COMPONENTS
CYCC,NASDAQ,"CYCLACEL PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CYCCP,NASDAQ,"CYCLACEL PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CBAY,NASDAQ,CYMABAY THERAPEUTICS INC.,HEALTH CARE,MAJOR PHARMACEUTICALS
CY,NASDAQ,CYPRESS SEMICONDUCTOR CORPORATION,TECHNOLOGY,SEMICONDUCTORS
CYRN,NASDAQ,CYREN LTD.,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
CONE,NASDAQ,CYRUSONE INC,CONSUMER SERVICES,REAL ESTATE INVESTMENT TRUSTS
CYTK,NASDAQ,"CYTOKINETICS, INCORPORATED",HEALTH CARE,MAJOR PHARMACEUTICALS
CTMX,NASDAQ,"CYTOMX THERAPEUTICS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
CYTX,NASDAQ,CYTORI THERAPEUTICS INC,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
CYTXW,NASDAQ,CYTORI THERAPEUTICS INC,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
CTSO,NASDAQ,CYTOSORBENTS CORPORATION,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
CYTR,NASDAQ,CYTRX CORPORATION,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
DJCO,NASDAQ,DAILY JOURNAL CORP. (S.C.),CONSUMER SERVICES,NEWSPAPERS/MAGAZINES
DAKT,NASDAQ,"DAKTRONICS, INC.",CONSUMER DURABLES,MISCELLANEOUS MANUFACTURING INDUSTRIES
DARE,NASDAQ,"DARE BIOSCIENCE, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
DRIO,NASDAQ,DARIOHEALTH CORP.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
DRIOW,NASDAQ,DARIOHEALTH CORP.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
DZSI,NASDAQ,"DASAN ZHONE SOLUTIONS, INC.",PUBLIC UTILITIES,TELECOMMUNICATIONS EQUIPMENT
DSKE,NASDAQ,"DASEKE, INC.",CONSUMER SERVICES,TRANSPORTATION SERVICES
DSKEW,NASDAQ,"DASEKE, INC.",CONSUMER SERVICES,TRANSPORTATION SERVICES
DAIO,NASDAQ,DATA I/O CORPORATION,CAPITAL GOODS,ELECTRICAL PRODUCTS
DWCH,NASDAQ,DATAWATCH CORPORATION,TECHNOLOGY,COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
PLAY,NASDAQ,"DAVE & BUSTER&#39;S ENTERTAINMENT, INC.",CONSUMER SERVICES,RESTAURANTS
DTEA,NASDAQ,DAVIDSTEA INC.,CONSUMER NON-DURABLES,FOOD CHAINS
DFNL,NASDAQ,DAVIS SELECT FINANCIAL ETF,N/A,N/A
DINT,NASDAQ,DAVIS SELECT INTERNATIONAL ETF,N/A,N/A
DUSA,NASDAQ,DAVIS SELECT U.S. EQUITY ETF,N/A,N/A
DWLD,NASDAQ,DAVIS SELECT WORLDWIDE ETF,N/A,N/A
DWSN,NASDAQ,DAWSON GEOPHYSICAL COMPANY,ENERGY,OIL & GAS PRODUCTION
DBVT,NASDAQ,DBV TECHNOLOGIES S.A.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
DCPH,NASDAQ,"DECIPHERA PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
DFRG,NASDAQ,"DEL FRISCO&#39;S RESTAURANT GROUP, INC.",CONSUMER SERVICES,RESTAURANTS
TACO,NASDAQ,"DEL TACO RESTAURANTS, INC.",CONSUMER SERVICES,RESTAURANTS
TACOW,NASDAQ,"DEL TACO RESTAURANTS, INC.",CONSUMER SERVICES,RESTAURANTS
DMPI,NASDAQ,"DELMAR PHARMACEUTICALS, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
DELT,NASDAQ,DELTA TECHNOLOGY HOLDINGS LIMITED,BASIC INDUSTRIES,MAJOR CHEMICALS
DNLI,NASDAQ,DENALI THERAPEUTICS INC.,HEALTH CARE,BIOTECHNOLOGY: BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
DENN,NASDAQ,DENNY&#39;S CORPORATION,CONSUMER SERVICES,RESTAURANTS
XRAY,NASDAQ,DENTSPLY SIRONA INC.,HEALTH CARE,MEDICAL/DENTAL INSTRUMENTS
DEPO,NASDAQ,"DEPOMED, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
DERM,NASDAQ,"DERMIRA, INC.",HEALTH CARE,MAJOR PHARMACEUTICALS
DEST,NASDAQ,DESTINATION MATERNITY CORPORATION,CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
DXLG,NASDAQ,"DESTINATION XL GROUP, INC.",CONSUMER SERVICES,CLOTHING/SHOE/ACCESSORY STORES
